textID,selected_text
4eb5424a63,I had so much fun tonight!! But i am soo excited 
ba6e4b615b,Too hot
14fc4a0f75,Thank
d6dd76af3a,Seems like 60 min wait time  should I call the wife now
c23e9932f1,Morning everybody
d2602ed4a4,10 out of 40 done... everyone is going to be home drinking beer starting ne
6a0c150423,"he swine flu is in robina, gold coast"
14daac94ac,"turn them off, you can still go 100% aero free."
f7927504e9,ove you!
e6d422171f,awww too bad
d21ab5855b," Ahhh, I slept through the game.  I`m gonna try my best to watch tomorrow though. I hope we play Army."
f1ec1d56cf, can has cheeseburger
fc16472bdf,Sick 
f782648201,I am the queen of losing things. Important things like keycards and bus passes.
e240dc7027,
3d623c804f,Buying my first mac
c5a4ddbaca,is hungryyyyyyy!! going to eat traditional indian food...the pakistani way. woowoo!  hahah
e14f7e2e0d,It didn`t start as a long message ... It just got longer when I wr
e1859d533b,I hate
98e7b8d07c,"Being tall has its ups and downs , my legs are in pain"
02e959833e,Aw Ya
9655954dee,fighting again
a3eec5f146,Good
3a98977b6d,t good
c6b8ff0b6e,Wedding..
148bc56baf,loved t
909c60cd85,retty  is it long or short? Sparkly or shiny? Lol
11b830c864,My teratoma has a cavity and is experiencing male-pattern baldn
ff67416a7a,"I`m not sure which part you`re replying to, lol - but BB starts so"
2f858c20c3,Coo
2fd77b3c21, i love
41daf68fa0,tut tut. Isn`t charging just fun. Thr new palm pre charging platform looks nift
3665218a5f,picture to burn - taylor swift!    great
97ae99ab8b,tupid
08651a7aca,happy
8e26c8c6e8,I`m sick and s
0130d44e14, exited
e7b5755bcb,Had a great w
17dd98db9a,Listening to Obama with one ear & listening to music with the 
1743e34292,"Jesus...I`m being SLAMMED via DM`s from the Papaya lobbyists.  OK. Holy ****: Mangosteen, Durian or Papaya...or cybersecurity o"
7325265617,"Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food."
e521e96572,Getting ready to ship a care package to the daughter. She`s not coming home this summer from 
5f41f3ce86,"you, my friend, are a true fan"
ce61535952,it`s friday night. i`m home. no party this weekend
1a41c7fa70,yep trying to beat the cold winter. Morning swim is always refreshing~ good start of
828697505b, want to buy this great album but unf
16752df0d7,HAPPY
4a000428fc, You guys didn`t call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us 
6df481c7d8,"awww, a very happy"
d219b7f854,I`m having no l
07fbfa335e,Happy
9fc5674930,ughh.
e08f8b684d,rubbish!
cb5dafd9cf, so seriously...I need a date to a wedding. Really dont wanna go alone. Its May 23rd...any chance?
589bb8f7e3,emori
6632d58c82,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  
99edd4600f,35 hours in the sun=rash
e332f80a53,oment of truth!! Im nervous for her!
8cc697fdb3,"hankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 "
e52ac5fbf6,I hope
f5d5719228,So am I.
f1d8f49520,"Morning John, yes I do, however I have a diary clash and sadly can`t attend"
ca832cad51,Feeling smoo
d707cc9cb1,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... ee"
b5003ad333,Parrrtty!..Playing twister and getting tipsy!...well everyone else is
f80742ab93,@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake)
a7e2e29df6,ES. and then they should in non test conditions
4d3470d291, loves it
cd339377b5,"vm, i`ll stop. whatever. see you 5th i guess"
a1824a88d8,i think my ipod is sick  i
ccc2f31eac,"personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRooseve"
67cc48a34f,ly enjoy
b2e782a6f0, Home Friday makes me  too!
0bd53bf82a,thankyoooo
e1794129e9,"I`m needing a girls night, wearing sweats, watching movies, eating chocolate and talking about bo"
ec9796fa7a,Gmorning
638b4c6f8e,r happy 
d4b909a8db,"I painted my nails metallic blue but Iï¿½m really sure about how it looks, itï¿½s a pretty weird color!! I think itï¿½s cool"
687dacee4b,goodn
70ad0ca0c3,****.
11bd62fdf4,Having horrible ni
866788e7e4,for lack of having to go do my own hunt (lol) can you refresh my mem
46d59b0513,Bank holiday = rain. Superb. But a great excuse not to start gardening in the jungle at the back of our house. Eating it is the
575e8b6cbd,"awww  I know you never will, I`m so thankful I can count on you, love ya boo"
255bc7ebaa,ood! 
f2b56c8998,That`s awesome
697887b4a1,nice eveni
ab8d041ff7,watching M eat a hotdog...gross.. he`s so drunk and annoying.. tr
b6877e603b,"lol we are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym  lol"
788156942d,I love r
063496c496,Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone
5785712bfa,what a lazy sunday... I love lazy days...
94e82d1574," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy...."
50831b3f76,Nice 
3b038ed040,now the pic wont load up on twitter
9db597413a,rock week  i don`t think danny`s gonna go home this week  he`s never been in the bottom three.. and he`s a really good singer
a09b82355f, mistake here
fa1385e537,  He`s lo
e2b598f6c5,"Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~"
f3d6df1119,is lets chat
e5a1943f0e,Not good
55ef49722d,Heading home
1aa94554be,glad
ff7f6efe91,Hey - Tha
698a91c45d,thanks
cd470720c9,have your own style. it just might work.
2c09848db1,I think Destiny has officially gone crazy... hahah
5a81ad5f0d,have a good
139d69ebfb,Is relaxing in bed for a while before I go to sleep. It was nice to get 
b582845054, goodmornin
216dd6399e,: why is it so cold!?!?!
c77717b103,I lov
0c9b53540a,HAppy M
6a1d4af5ac, lov
1c279637ef,cleaning cleaning cleaning today then working out!  i love not worki
1559c3c50f,Hates
465b9edc97,ove eac
08c036f5e6,It depends if you are having fun or not...
d0e0438aee,Where`s the story?! I wanna know! I wanna k
35516bb120,he 
b7d4f08524,that`s col
f3a805366c,****
6c2497fcfd,.gif 
6c8e423e77,Joining twitter! Just added a random person
92e1b6846e,We saw that in none 3D - the baddie`s the best
70f6c13dc4,"  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable"
f5d6f61bdb,"Geez sorry to hear Steph, I hope things improve soon. I know that ain`t much sorry"
7456222d09,just bought 6 new movies
8687303bcd,omg... i want full JB- hey baby song
d8db8176da,I LLLOOOVVVEEE ICARL
0be4c3c292,"Hi Mel, if you feel un"
d2d4deeb43,not funny
834e3800a5,_Nicole I have to close my eyes when I watch i
1bd7049882,Staying after school today
9afe83da6a,I`m completely exhausted
24025159ff,My paycheck was nothing but a piece of paper.
fb6f782ebc,"Heading to the hospital to sort out my back, not looking forward to t"
5eabb3139b,n!! Sad
86a04de3a2,hahaha we just won`t tell him will we?
ebcb14f8b5,Counting the minutes when my dad`s g-friend is leaving
51e7f13c14, Wow - that`s one deep s
ffd9503b5c,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.
bac04e8947," In France it was last Friday and also the coming one, we are working"
47ae2313ac,Go for it!!
501fcb3256,cool
06ab3d4662,Just dropped my new mobile down the loo.  Fingers crossed it works as I still have 17.5mths left on the contract
44be01b835, seriously...it only gets sadder
b5869b57ee,Aw thank you. I suppose it`s a good thing 
bcd73a9aa7,oo tired don
83c32757d0,Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho
c14a543497,y stud
c277d11dbf,wow
0f99e47e00,"I just put my computer up on craigslist. I`ve had the same case, monitor, and speakers for over 5 years."
d0f94d66ab,does not like
b812c405ed,_370 i thought he was off until next week...i think we have another week to do his ohmygod please tell me with have another wee
f728c3d7c8,Don`t know yet  Lemme know if you come up with something thoug
ca4b9c7919,woke up from napping  finally got the sleep i needed
1bba528c01,Thank
b736f2b570,It`s Mother`s Day! Went out
1cc39a6797,ay! Go wyattt your totally amazing`!`! Im So happy for you.  yay
27b0984279,counting the minutes until I can go h
b528919eb7,my hsbc savings apy dropped to 1.55%. sort of feeling like pulling out all my money and keeping it underneath my mattress.
1698dbc236," How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must b"
626a9da8fa,apparently so!  I`m falling apart in front of my eyes
74457ea059,Yes for sure ! its all that i would eat 
6ccec768e2,"definitely, or even just 'i`ll call you', they never do  how was ur day? ****"
235d69cca7,_princess69 hehehe! Barry Killer! U need a pic
f3e2413b15,yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatest
733e678333,The  3d movie was amazing 
8e8078b1d6,"@ all mothers, Happy Mother`s Day, at all non-mothers, Happy Sunday, the 10th of May."
b6bc9fe487,"What about having one in TAMPA? I`ve been all excited to do the hunt, but I`m too far from any of those cities"
ebc1f6727e,u - Its so pretty! The girls must love you a whole lot  Happy bday again!
1327d62294,: 3 hrs to go pa ako
4bb480b74c,proud 
d1080ffd8d,  amason seems to think hamburger a-go-gos don`t get it till october! well now....
9c98d7c979,e is goo
7064b9368a,"od metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of priva"
5f77487a77,Back to work today but I don`t even mind.
93ac58f3c5,pretty there
32f4183741,Horrid 
612a1d2579,Oooh! good
2e3bfc6fdf," Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes a"
15d33ac8f1,funny
27a39da558,"Oh, I`m so sorry"
5c916f3364,I can`t help it if I`m a GRAMMAR NAZI!
58b8194458,Design galore! Yayyyy
09be54d930,is also very ex
eeae6706c4,At work...Thinking about things when I should be working
d1d55b6f75,watching Please Twins.  gonna make some Iced Tea :-bd
057c1e5ec8,"I just got back from lunch at Rick & Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was "
ea0328d144,Happy
bdb196a09f,playing sudoku while mommy makes me breakfast & lunc
f7d14b60cf,:   so
0417a347f4,My children have promised me birthday brekkie in bed. There`s a problem wi
3402ecb913,Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some 'Retail Therapy'
505931695b,Still Doing Grench paper and still getting distra
8a7feebc4b,Boring
215eae817c, is bad 
94ab108c0c,denial can be very powerful
754cc631d0,you? hungover? never  I am not hungover & I don`t know how. I think it may be my new superpower. Is la Whalen at home? ***
f94213cfb8,I`m still waiting to find out what #caca stands for - hoping it`s not what I think it is since you #follow me for #caca
fe92f9a5ba,otivation
a3c7a436dc,your not following me  it won`t let me d
f54d282e5a,ooooooo  sue is retiring  no no no no!
2ef487bd7d," last night after long drive, slept really well, now time for dino`s wass"
cc8c173824, got **** stranger  lol
b6d449ddb9,Good
64181f4097,has toothach
99f5075dd0, so far surprisingly good responses. My dad offered to airbrush the old logo on the wall..but I think that might be overkill
85abfc1079,than
71d7472fb1,Now i feel really really bad
ef6552e483,dyreleased stin
86330a1846, It was fun
64b1786848,eyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame
1a862634b2,Its chill
f15e734e81,"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never th"
91de543e20, da bomb u know
d8b1ee3103,u have a lot  but the bad thing is we r gonna have finals all next 
b81723c6ee, i wish
b6aa4ebb14,where is everyoneeeeeeee
fbc55b9c11,Have you noticed that we`re at the beginning of what may be the worst recession since the 1
07e2021536,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet aga
2b0824d835,Happy
48d18c4f80,`m very sorry
96c5bc960b,This is why I got best dressed
1591f44910,I do now LOL
4ead73f787,ooh which two books did you buy
4af03faa11, I will. tell him I said happy b
97cc49b422,not in the mood crazii crazii highly upset no
7bf530de4a,This has been a dismal wee
69f791dc0c,thank
25d7592360,"always write holy words in capital dude, ALLAH HAFI"
ff416391b6,"_bach I`d suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US & might confuse tweep"
0a5de4a4f7,"Tomorrowland central hasn`t gotten confirmation that I`m signed off on Star Tours, so just waiting to see if they can give me a"
e9acf3e499, TY. Just a long tiring day filled with expensive plumbers and work  needed CALGON. Hope you &  have an AWESOME wee
5dfae5c7cc,man i **** 
30019d7183,going to second morning of the day... just sleeping for 3-4 hours
dd5f411254,Gettin home frm hangin with Herma
c2112e0f01, i am so jealous!
eac8b5ece5,I had to work and missed it    Shannon could barely contain herself.  She had an amazingl
253adae01d,wow 
43441faed9,"is planning her week, its going to good, g"
5344597aef,this is very true about ! but you do have to admit it was pret-ty funny! im 
fc7dfc7f34,mmmmmm
ae1586aa12,Workin.
58c1e7aae3,"thank u, thank u, thank u for everything this weekend!! U guys are AMAZING. I`ll see u again at alpine! Thx for chattin w us 2"
8e47a9cfd0,broke.
caf284161d,Star trek was good
e9990baa94,"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN"
3d7b8ed35a,im so hungry and i have nothing to eat
ab09f5dc86,dinner smells go
0a42fb3d85,No churchill downs for me tomorr
87e339a004, my fun 
83f8de77c7,Just found out - http://tinyurl.com/qlrcec - the **** frenchies have set a prece
229610e500,and young ones....'look what I found'....'breakfast'....
9be061d924,_Monstr  u may try Prism http://prism.mozilla.co
84eea3d90e,y Moth
8ebc29ff32, Happy 
3f46740a01,Ahhhh \you are soo smart  Thank
49efe991e4,Happy
0935d6c80d,I do not feel good
883887be88,pretty sure i`m not ready for it!?
5aa4668397,my mum thought that my brother laughing was the cat about the throw up... 
a73917f80c,ove your mom when you stay up this late just to wrap her gifts (which look glorious) & hand-make a card.. happy m
9db0b7aa5b,  I want to go to the pub. Boooo
e647ca1ee1, best! c
74dfd381f2,Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh
c4f4388600,Ok... No one was interested in my special.   Now the popcorn is stale! What a waste. I`m going to find a homeless person to giv
c5d757a1f5,goo
d457d0aba6, sadly
b137db3dee, a fun day.
75aa5fabca,Uh-Oooh my throat is scratch
b0a90d4e4d,Going to bed after beating the snot out of hubby w/ Texas hold em
293357478c,Spanish... The suckiest class ever. But I`m learning atleast. Te quiero T
e81b1d7caf,Happy
9892bfc39c,_**** 
9a0841af8a,Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight thoug
1ff5819a2b,"Not enough pizza ordered, so I didn`t get any. And it was Pizza Delight t"
9a3a1cc74f,Nope probably revision  Hbu
a07b2687fc,Chocolate milk and subway. MMM
6e57a8403b,Had lunch. Watching holes on bbc1.
e7e486ec1c,Nice i
2baf5b012b,iss 
718e94282f,tired 
6350f2df5c,"Sometimes, twitter makes me feel like an outsider."
6ffbd7296a,Enjoy 
bd69aed8f7,"Bored and kinda lonely, my parents went up to the lake. I didn`t have a friend to bring up so i knew i was bored and didn`t go."
90dbd7d75d,Math is amazing and hell at the same time  socialily that is the naiv part is fine.
f6e333c5a2,  Chris` baby was born today
ad6c8f458f,we will support you
37a4e0eee7,otta lov
44838f4ff4,  Looks like I`m on tea duty all day.
90ab5ad8d3,is having a lazy sunday
f398ee6a60, miss 
0643b10507, I have too much work to drink now.   but I do love afternoons in th
86328e1b5f,"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now"
53f7cd955b,i like
597d9a788e,mg I lo
3ad2079097,Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it`s not looking
0903386a1d,not at my workplace.   but a short-sleeved shirt is absolutely necessary 
05f1c836d7, sweet
026b1deb59,"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd"
d38cfe0172,I can understand
545d3acace,sad day!!!!! Love you Maï¿½ (8 years ago!)
3737e67016,i am braid free  i miss thee ... BLOND HERE I
013043510c,is drinking. Yay!
3b4ce30ad8, 'now or never' makes me cry everytime  lol.
399d9ef688,I need one too
5802b869df,i have three hours to do my hair. and it STILL won`t be straig
e9928f28d1,cute 
252583020d,Too busy at work today to trash the cubes of vacationing team members
a2b100a231,FML still awake  melatonin not working!
7f6299624f,e won`t le
d681f0dfbc,haha than
a9c123b2ed,thanks
4ca3acc003,ing 
a610d6b25b,idn`t like my friends
e97f62830d,"11.40 AM. I don`t wanna wake up. Shoo, roommate, shoo."
1f5d180807,Thank
e3922e5326, ) fun
cb3ca1167f,Omg i`m going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex<3
3d08334de3,Im so tired
3d1d0de705,annoyed and overwhelmed
1b6a12519d, sic
09dfb1e0da,Good
d5fb1e0457,Chino - Gentleman Jack is pouting because Mommy is gone to dinner.  http://apps.facebook.com/dogbook/profile/view/6891977
20bf40e9ad,ld. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right directi
0d2bdd22e5," She`s good. Trying to suss out chap 7 when I`m not working. Trying to suss out a lot of things, but meh, you know whatever!"
1126a874e3,  poor guy...
a3bf957c89,"at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile"
605da579d0,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minu
3c79a762ad,Going to Hong Kong tonight. Hope I can sleep in the airplane. Worth case I have the last G. Musso to r
04f60a9213,Wish 
2a68332466,Feeling very gratefu
50c268aaac,"Woke up.. Walked out of my room, and a bug flew in my eye"
f361ff21b1, eat something!
a0caff586a, IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebr
86d1aa892d,"I would have, but SuperTarget didn`t have a"
7aa9e70c18,My brother is planning on moving to vietnam and staying there forever
bf1b3cbf17,It`s the final count down to bigger hair people   ? http://blip.fm/
a5b9a212eb,"good, I`m glad you got there!! I had no 1 to come talk a walk with  LOL. Me, Becky & Holcomb are the only 1s here again LOL"
585e9a9ca7,Assignment actually looking pretty decent....so glad I
daad2b596b,ove 
1eff07b6c5,addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile
a89641679b,3 
4a18982475,It`s too perfect 
10157a4b9f,"yeah i think it just depends on what you`re doing with it, but at least im getting it for free  ill miss my sk"
4eedf0a785,"indeed, we live a life on the edge of things, and one foot foul of the law"
a70c8f9ccf,You luc
f81159659d,garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.
d4fe653622,http://twitpic.com/4jjy9 -  This morning view from my back deck
1d1c2d4437,today something amazing 
e5cd1c9bda,na miss 
0994c1fc15,"awww, we JUST misse"
ca46adbb05,Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ac
28aa42cf49,so sad
8037e0c769,Hey  its back!!    (robluketic live > http://ustre.am/2
51b5526327,I feel sick. And I have a solo tonight at my vocal jazz concert.  great
88e0866260,NO WAY MAN! i like 21 year ol
9c73103f2d,Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive
ae1d5afeb5,aww
075ff1e326,Yay m
d9ca6707c1, wala
692c77cc63,ve y
eb5ed45717,new project @ work
258f37341e,"kay, i`m out for a while  back later!"
e962d0bc60,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I menti
f583e73557, I think I 
d696680046, i mis
4aed3468ad,that`s not great  guy related??
27a14b89c3,curses
ba5a6d67c3,Wtf w
1d8605d15d,*** it were is Eric or anyone else when you need your hair to be played wit
f4f97d8289,In children`s hospital ER hoping Meredith does NOT have a broken elbow/
df0835f667,yeah thought it was awesome 
3e95b01fc7,is looking at that person from a very different pov.  never thought i`d see this day arr
d3db039525,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn`t happen  Good Night everyon
584ed4d88e,Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money
f7e69e437d,waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs
6d78914e6d, but amusing. Thanks!
ec2315aa6e, i would lov
d23b3d8a0f,Nobody likes to feel low priority.
f0be3a5252, My music teacher either expire
92868e85ea,Sorry
cd42a29bff,Oh no one minute too late! Oh w
b494ffe4b4,Mother`s Day has been goo
7a265d05bf, HA.. I look at Twitter games as harmless fun
211b3ce6da,"cannot go, cannot refused to feel the "
e9505ad5d5,"alright. i REALLY wish you guys could`ve done a show in tennessee  because now, i can`t go to one of your shows :`("
75f1db00ca,"brazil LOOOOOOOOVES you, i mi"
63f54db105,"hen you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I "
777b6daede," I think your friend is thinking of Jonathan, not Dann"
c3bb37493e,"http://twitpic.com/4jerc view of Atlas Mountains, Morocco across the Straits of Gibraltar, I took the other day from Europa Poi"
f6e8d87133,just goy back from a day of tests at the hospital. going to start chemo on monda
b78beab7b8,*hugs*  I`m so sorr
c0f01cf3b4, idio
67e110774d,I think you forgot a couple exclamation p
3172917914,"weird, `cause i synced mine this morning and got the new episode..."
3b87f94f02,fun breakfast hunting!
cb80225be4,ht! HAPPY MOTH
c6cae646bc,sounds cool!
4eceb29bf2,Thank
878503ccde, glad
71d8f7184c,"it really made my night. infact, it made my weekend! well done."
25d3a67099,yay!
5310603095,"_illustrated Me Too! Its hard to argue w/ him `cause he makes some great points, i just can`t wrap my heart around that"
582abf3fd5, .. IN SWEAT
53b8f57fe3,"that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait"
f80acffa84, hiii im on my ipod...i cant fall asleep
d9c836bb8b,Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the
a4ccd2c1a9, How did we just get paid and still be broke 
84f3c65187,"Well, I`m here, good morning/brunch-ish I took my exam, think I did good"
3a0450464e,has had a nic
e860bdc5ef,Dancing was alright
cc7b2237c9,Stup
c790767285,"I think i have same disorder, stay up al night 4 no reason n sleep al da"
8fe81ba449,So aparently my Out of Sight album sampler cd only has the video on it
10f09b98c7,LOL. About to leave
c70b8fa423,up and listening to The Monsters.
07a20d3b98,_fam lol it`s coming up too  probably mid june early julyish???
b7d300e8c7,hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to
5552d4fffb,oh how the ladies will suffer now  LOL
034739add1,I do amazing a
31fd82b306,I wish
fa6d581997,"LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can`t believe you called me out!"
7ea55c33f0,ish
38db02cf34,Happy
4b0b800393,haha I just playin
84d607545c,Stupi
f8e02e629d, yessssss wore myself out this weekend planting my garden and working
55bb13c591,Omg. I got no sleep again. Neighbors are building a deck & they`ve been starting @ 5:00am. I`m SO tired. Feel like I just took 
9773fbe61a,i am talking on the phone!!!!!! to paul!!
533a07da93,Golden Girls marathon about to end  #lofnot
14c0bf2334, My iPod headphones have gone kaput.  Wanted to buy new ones. Should I buy some Bose instead then? Do they work with Apple?
cf6c4b4a00,is feeling really sick
f03e80aa5a,Sitting at the Connection listening to the employees reminisce and mope about th
e1f58e1e59,thinks malibu is the drink for me lets all hit the bottle  woop woo
74e9f8da6b, think I should hire one of those tranlsators.. because no one ever understands
e158424933,?  hope you`re we
0aa6eaa73d,ost 
94495f1901,HAPPY
c4bb3dea6a,sorry
e944e54713,"Just got home, doing art all day.. i want to be in a film"
1bf0493f22,They don`t let the queer boys donate blood
eadfbc1b72,_bexi I totally and completely agree
1eb32d47fd,listening to varsity fanclub
f2a5cff5b2,is bored Riah fell asleep and now I have nothing to do maybe I will go to bed good nigh
568bf73e67,ow cut
9c6d2301bb,_r I can`t get one either because of the dog. I`m pretty sure the bunny wouldn`t survive a struggle with Tom
7c08c38000,thanks
04846de92d,"Yessum.  We`ll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday"
4c6e4651e1,Wish you were coming to Australia & New Zealand with the Sticky To
1af710051b,_v  haha i was in your boat yesterday.. you`ll pick it up in no ti
cd5791e778,YAY! Hop
52dc330ff4,What are we doin!!?? Tell me! tell me
74cb0d43dd,omg 
486088cd9d,will do! I may just have to keep it on my shelf with the rest of my old ca
df62bc7a7a,correct! I AD
2ddebbe71b," ate ****,"
7e785e48c9,good ti
158505d1a0,"Calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomor"
22bac2cdb7,ow sad. someone sing to me. on or off key works
8c044b57aa,od old 
169f6ef064,tom is not with u!  hahahahahahhah he`s with my
06b7da6593,Going to see star trek
add8a81ebf, Fresh change from hearing i write sins hey!!?? Not that theres anything wrong with that
e7a0cfb127,soo tir
046a00d709,
13a1ae8414,- thanks!
349c762507,Wow one of the nices
235aaf39aa,Looks nice
08afec628c,ly sad
892508674c,Sunday morning and i reali
ee9db39840,uh  ? What`s wrong 
7f8489ad04,y!
14d03fee74,you didn`t say you were leaving yesterday! You won`t see me at the house anymore once you get back... tear tear
9141545c22, so ter
5af24f6350, ... schedule says 10:30 class? I will be late for 10  #campjit
ed81790a40,More homework.
d9f7bd1045,Ow. Sunburn hurts!
2d66998b10,Than
564aa13284,"it was a crazy time, nothing to be ashamed of that you were timid. you were osocute in your bashfulnes"
dabe649ee3,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate "
e11a468393,soo sa
59c8ed709d, true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover
a4c9ada978,can`t you write a song without your guitar? i thought you could  look for something
2de2eb353b,"forgot my macbook`s recharger, that means nothing but Pratchett for me toda"
e487233140, aaawww  no w
b357fe5252,whaaat. I still have next week
bc511c33cb,home! tonight was so much fun
0114e811f1,hat was reallly good
e7eecffdc8,rec game....trying not to cry...the pain is to much..i need him...can`t lose him </3...my heart is breakingg
6809a2d654,i`ll go for wanda sykes
6c58d37433,"Haha ya, my friend and I are totally having a kick o"
b037d88365,"_Bones Four capital letters. Aye boy, same as that. I heart Ju"
361f68746b,whats with u hating on becky soo much? ur bio says ur nice....guess not
bfc6e40ae6,All the food in my house has sugar ants in it
537320d6a6,is there ANYTHING good about our country?
1410446f0a,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?
719310ab14,"i would direct message you regarding blogging while brown, but a sista hasn`t mastered that technique yet  "
11032992bd,oh.. tnx for following cass.
f1c227d162,thnx
4627ff9406,here`s not many things better 
78c6dea151, Yeah I know what you mwa
f728386ac9,voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funni
c3c5354d99, HELLO friend!! Welcome to Twitter!
c90925564e,"this is really helpful,  "
39ed8eb08a,"...ok, sOooooooooo I DID that!! i`ve got u in the palm of my hand"
553e658d75,oo
199fed4705,Two day hangover
382c32bf50, I`m just si
38a9919690,is hitting the streets. 40 hours living with Lexington`s homeless. No food...no bed...no problem. No Facebook or Twitter...  Pr
6809fcfbbd,haha yeah this is improvi
f150bada6e,everything ok
a0ee798944,at weekend
34356c8e4e,Have fun
8a297e9460,aw poo
fd6ebd68f6, would Join you shopping but i have work all weekend  six degrees of seperation is confsuin
b31a0ce70d,orry
1563230736,ConGrats to all Graduates! Such a Beautiful thing & Big Deal! I wish i cudve attended my lil man Ryan Kdg Graduation..  Feel ve
f9a3783c52,  The flowers gro
255855245b,feeling like ***
d2c5776638,rkill.
7452b730f8,Yeah ill make sure i keep you updated.. i get it all delivere
a06eb9f9f6,Im a loner  haha suckss
23f3818de2,Cheers
3f4869a702,I want a massage!!
e47383e8a6, be fun
c20562a744,naw idk what ur talkin abou
bb8db67074,exams are the worst 
c64dec7448,    - I dont want to tal
031cf55c6b,that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check
d9a6244f11,"arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!"
e05d9ee00f, sorry
772db3be6a,"Stoppped following ama, i really need a clean break... on another note, kate is being super nice "
2bdd1a5262,Not making good t
388fb62726,Good
e6d92f0556,"Gone r the days wen we used to sit 4 exams.. no more exams, no more classes, no more bunking n no more fun.."
ab507b0cdb,You have the best hair ever. Totally jealous. Mine`s unfixable if I forget and leave sunglasses stuck in it too long
e5740887a5,Why is  scared or
95de9ead06,oo
d3cbc565f8,gratulations` have a nice 
d61236ecfc,!
a1d6e2d2f5, gotta catch `em al
4a3e15e1a5,take a medici
e33bbb5f1b,"- Yea, I really need to learn to reload my own"
9004bfe410,Happy
